,Unnamed: 0,Iter,Noise,Clip,Priv_Calc_Time,Epsilon,Train_Time,Revenue,Regret,Reg_Loss,Lag_Loss,Net_Loss,w_rgt_mean,update_rate
0,0,1000,,,,,176.78585958480838,7.878976821899414,0.14072778820991516,0.024940095841884613,1.0077215433120728,-6.846315383911133,1.43064284324646,0.5
1,1,2000,,,,,398.49676728248596,7.727526664733888,0.11816471815109253,0.02665470913052559,1.222036361694336,-6.478835582733153,2.067206859588623,0.75
2,2,3000,,,,,620.1708078384398,7.096980094909668,0.06382270157337189,0.010190053842961788,0.8613278865814209,-6.225461959838867,2.6991658210754395,1.0
3,3,4000,,,,,841.8197598457336,7.078582763671875,0.049368035048246384,0.0077311298809945575,0.7977085113525391,-6.273143291473389,3.228684186935425,1.25
4,0,1000,,,,,220.71641755104062,7.867695808410644,0.1324632316827774,0.022046569734811783,0.9386937618255616,-6.9069557189941415,1.4169342517852783,0.5
5,1,2000,,,,,442.4932510852814,7.64604377746582,0.1122121959924698,0.023675069212913517,1.1607781648635864,-6.461590766906737,2.0692799091339107,0.75
6,2,3000,,,,,664.2075142860413,7.282264709472656,0.06492426246404648,0.010770471766591072,0.8681537508964539,-6.403340816497803,2.6746501922607417,1.0
7,3,4000,,,,,885.9516305923462,7.12265682220459,0.04279351979494095,0.005810794420540333,0.6813751459121704,-6.435471057891847,3.1807842254638667,1.25
8,0,1000,,,,,220.7431964874268,7.870908737182617,0.13435834646224976,0.02262458205223084,0.9458457231521606,-6.902438640594482,1.4078260660171509,0.5
9,1,2000,,,,,442.47104001045227,7.658595085144043,0.1145884245634079,0.024755049496889114,1.1787198781967163,-6.455120086669923,2.0569026470184326,0.75
10,2,3000,,,,,664.4112572669982,7.273953914642334,0.06526406854391098,0.010847523808479307,0.873063862323761,-6.390042304992676,2.676485538482666,1.0
11,3,4000,,,,,886.156408071518,7.140605926513673,0.044887304306030266,0.006596218794584274,0.7168568968772888,-6.4171528816223145,3.1918671131134038,1.25
12,0,1000,,,,,220.64642667770386,7.873305320739746,0.13355617225170135,0.022317864000797268,0.9486793875694276,-6.902307987213135,1.4203851222991943,0.5
13,1,2000,,,,,442.41296005249023,7.634575366973878,0.11162181943655014,0.02356092073023319,1.1519626379013062,-6.4590516090393075,2.0647215843200684,0.75
14,2,3000,,,,,664.3258676528932,7.281780242919923,0.06433326005935669,0.010355145670473577,0.8587778806686401,-6.412647247314452,2.669602870941162,1.0
15,3,4000,,,,,886.1379787921906,7.108339786529541,0.042604655027389526,0.005683836061507464,0.6790558099746704,-6.423600196838379,3.1869215965271,1.25
16,0,1000,,,,,221.72341418266296,7.869429588317871,0.13337822258472445,0.022285187616944317,0.9349380731582642,-6.9122066497802725,1.4020240306854248,0.5
17,1,2000,,,,,443.706906080246,7.741032600402832,0.11776848137378693,0.026275550946593285,1.2108358144760132,-6.503921031951903,2.0574698448181152,0.75
18,2,3000,,,,,669.5753951072693,7.21143102645874,0.07493181526660919,0.014295885339379309,1.0245180130004885,-6.172616958618164,2.732871532440185,1.0
19,3,4000,,,,,891.5941042900085,6.996450424194336,0.04665222391486168,0.006895396858453751,0.7713183760643005,-6.218236446380615,3.3047668933868413,1.25
20,0,1000,,,,,222.78797507286072,7.870293617248535,0.1331237405538559,0.02216972783207893,0.9360077381134032,-6.912116050720215,1.4063304662704468,0.5
21,1,2000,,,,,658.5717935562134,7.651356220245361,0.11149654537439346,0.0234952624887228,1.1494913101196291,-6.47836971282959,2.062055349349976,0.75
22,2,3000,,,,,1100.2420394420624,7.267690658569336,0.06508075445890428,0.010627418756484984,0.8720967769622803,-6.384966850280763,2.6800403594970703,1.0
23,3,4000,,,,,1543.00137424469,7.096817493438722,0.04232819750905037,0.005675685591995715,0.6766882538795471,-6.4144535064697275,3.194612979888916,1.25
24,0,1000,,,,,443.0360326766968,7.572063446044923,0.1543285846710205,0.03726088255643845,1.199844241142273,-6.334958076477051,1.4704325199127195,0.5
25,1,2000,,,,,883.8712110519409,6.958677291870117,0.08544591814279556,0.017367877066135406,0.9754130840301514,-5.9658966064453125,2.0555508136749268,0.75
