,Iter,Noise,Clip,Priv_Calc_Time,Epsilon,Train_Time,Revenue,Regret,Reg_Loss,Lag_Loss,Net_Loss,w_rgt_mean,update_rate
0,1000,5,1,0.7265379428863525,0.5537688065596816,164.5122573375702,4.996447563171387,2.005723714828491,12.57159423828125,-10.903631210327148,-3.328484535217285,1.879717230796814,0.5
1,2000,5,1,1.3342320919036865,0.7514615505962184,328.6434133052826,5.031688690185547,1.0063377618789673,7.8802313804626465,-10.289728164672852,-7.441185474395752,0.6933487057685852,0.75
2,3000,5,1,1.9446189403533936,0.9070755726446773,492.89795899391174,4.852153778076172,0.9704303741455078,6.8556389808654785,-29.627685546875,-27.62420082092285,4.5513105392456055,1.0
3,4000,5,1,2.5407869815826416,1.0404151455052422,657.048731803894,0.002422394696623087,0.00048757134936749935,3.251623411415494e-06,0.007457515224814415,0.005038372240960598,0.565132200717926,1.25
4,5000,5,1,3.124300003051758,1.1592843759535443,821.2409844398499,4.922956466674805,0.9845913052558899,18.176557540893555,-103.62804412841797,-90.37444305419922,0.4266422390937805,1.5
5,6000,5,1,3.72684907913208,1.2676531957534911,980.0587825775146,3.420260429382324,0.6840523481369019,10.235884666442871,-58.53682327270508,-51.72119903564453,-0.8871108889579773,1.75
6,7000,5,1,4.347425937652588,1.3686792061889528,1141.8905155658722,7.0712230808567256e-06,1.4141741075945902e-06,2.0486281074316715e-11,0.00020524000865407288,0.0001981688110390678,22.199485778808594,2.0
7,8000,5,1,4.96314001083374,1.4623114351646844,1301.5023713111877,4.291540790291037e-06,8.587586535213632e-07,9.94868597226084e-12,7.606687722727656e-05,7.177534280344844e-05,2.299276828765869,2.25
8,9000,5,1,5.564599990844727,1.5513462607597404,1458.3393177986145,0.993172287940979,0.19863468408584595,1.2327210903167725,-35.91097640991211,-35.67142868041992,-19.408138275146484,2.5
9,10000,5,1,6.227452993392944,1.6360425633195352,1612.2544705867767,5.078367233276367,1.0156733989715576,24.392261505126953,-246.59817504882812,-227.28428649902344,-29.164758682250977,2.75
10,11000,5,1,6.829942226409912,1.7170475639788776,1773.9749732017517,5.05660343170166,1.0113219022750854,38.35348129272461,-537.5464477539062,-504.24957275390625,-0.8376632928848267,3.0
11,12000,5,1,7.313686847686768,1.7948126667751454,1933.2426421642303,4.854727745056152,1.9379444122314453,76.3019790649414,-374.79345703125,-303.34619140625,37.963626861572266,3.25
12,13000,5,1,8.02605390548706,1.8697779664894065,2090.0922763347626,1.785992980003357,0.32753464579582214,3.51957106590271,-34.70928955078125,-32.975711822509766,60.40294647216797,3.5
13,14000,5,1,8.644826889038086,1.942224736319499,2244.4905846118927,3.594858571887016e-05,7.250642283906927e-06,1.1719738512994127e-09,0.0014195461990311742,0.0013835987774655223,87.95638275146484,3.75
14,15000,5,1,9.21704912185669,2.0124452715094128,2406.7893102169037,8.605273615103215e-05,1.7231581296073273e-05,9.638102760334277e-09,-0.0050843749195337296,-0.005170417949557304,62.149024963378906,4.0
15,16000,5,1,9.84748387336731,2.0806148375232514,2566.9404468536377,0.47559401392936707,0.09511882066726685,0.4805530607700348,16.700334548950195,16.705293655395508,71.96830749511719,4.25
16,17000,5,1,10.067420959472656,2.1469677343035096,2725.4575996398926,0.5024990439414978,0.10049980878829956,0.5680946707725525,50.05354309082031,50.119140625,89.97148895263672,4.5
17,18000,5,1,7.459325075149536,2.211674062829248,2886.5557000637054,0.5058474540710449,0.10116948932409286,0.6077012419700623,77.04886627197266,77.15071868896484,139.65032958984375,4.75
18,19000,5,1,9.999495029449463,2.2747620602145875,3049.2550349235535,0.48367106914520264,0.09673422574996948,0.5848351716995239,111.49291229248047,111.59407806396484,150.3904266357422,5.0
19,20000,5,1,8.772142887115479,2.336473384896568,3214.022981405258,1.7878523067338392e-05,3.5755231237999396e-06,4.2399769806245047e-10,0.003309862222522497,0.003291984088718891,164.4398193359375,5.25
20,21000,5,1,9.265281915664673,2.396854680154821,3378.905102968216,1.1087919119745493e-05,2.2136973711894825e-06,1.7870360746741198e-10,0.0016074269078671932,0.0015963391633704305,156.36953735351562,5.5
21,22000,5,1,10.792536973953247,2.4560866979351657,3543.7544186115265,7.395447937597055e-06,1.4770477037018281e-06,7.892336090220553e-11,0.0012479904107749462,0.0012405950110405684,133.5560760498047,5.75
22,23000,5,1,13.937807083129883,2.5140485691804795,3706.721700191498,5.369294285628712e-06,1.073911221283197e-06,4.741416634312934e-11,0.0008518854738213122,0.0008465162245556712,151.24490356445312,6.0
23,24000,5,1,13.341866970062256,2.570983665455811,3871.5224602222443,4.479275503399549e-06,8.961515050032176e-07,3.852324709230359e-11,0.0004410925612319261,0.0004366133362054825,178.18148803710938,6.25
24,25000,5,1,12.802359104156494,2.626933535404647,4036.377123594284,2.0572949779307237e-06,4.1339035306009464e-07,7.804045604187237e-12,0.000680456287227571,0.0006783989956602454,288.365966796875,6.5
25,26000,5,1,13.740441799163818,2.6819424747303393,4201.209318637848,1.0389946965005947e-06,2.0891384622245823e-07,1.85047918828396e-12,0.00045155209954828024,0.00045051309280097485,314.14605712890625,6.75
26,27000,5,1,16.346654891967773,2.736057781771983,4364.2441210746765,5.232011517364299e-07,6.950330089239287e-08,2.5945261564186417e-13,0.00017450912855565548,0.00017398592899553478,353.0605163574219,7.0
27,28000,5,1,14.395918846130371,2.7893300420081326,4528.975148439407,3.324639124002715e-07,2.5811573323153425e-08,2.5273323540843558e-14,5.5437394621549174e-05,5.5104930652305484e-05,315.966064453125,7.25
