,Unnamed: 0,Player,Iter,Noise,Clip,Priv_Calc_Time,Epsilon,Train_Time,Revenue,Regret,Reg_Loss,Lag_Loss,Net_Loss,w_rgt_mean,update_rate
28,28,model-owner,29000,0.0001,0.1,0.7305979728698729,15950000874.939276,1150.046412229538,0.6088975667953491,7.809610906406306e-06,3.079996258037454e-09,0.00017894976190291345,-0.6087186336517334,22.914043426513672,101.0
29,29,model-owner,30000,0.0001,0.1,0.6829898357391357,16500000902.72761,1192.2228198051453,0.5301737785339355,2.759026574494783e-05,5.7472316683515594e-08,0.000650459376629442,-0.5295232534408569,23.57568359375,151.0
30,30,model-owner,31000,0.0001,0.1,0.7201921939849854,17050000930.51594,1236.9174706935885,0.6082642674446106,2.6747544325189665e-05,5.401504665769608e-08,0.000650290516205132,-0.6076139211654663,24.31215667724609,151.0
31,31,model-owner,32000,0.0001,0.1,0.7434108257293701,17600000958.30429,1277.335278749466,0.6155238151550293,3.171001299051568e-05,7.591712858356915e-08,0.0007942923693917693,-0.6147294640541077,25.04862976074219,151.0
32,32,model-owner,33000,0.0001,0.1,0.7555155754089355,18150000986.092644,1319.130642414093,0.6035472750663757,1.539941513328813e-05,1.7904218552189377e-08,0.000399556418415159,-0.6031477451324463,25.94620704650879,151.0
33,33,model-owner,34000,0.0001,0.1,0.7726657390594482,18700001013.881,1362.7992289066315,0.5459321737289429,6.167838728288189e-05,2.872188815672416e-07,0.0016400666208937766,-0.5442917943000793,26.59062194824219,151.0
34,34,model-owner,35000,0.0001,0.1,0.7838623523712158,19250001041.66935,1404.6446232795715,0.621347188949585,4.8011053877417e-05,1.7403212382305355e-07,0.0013064779341220856,-0.6200405359268188,27.21202278137207,151.0
35,35,model-owner,36000,0.0001,0.1,0.9664926528930664,19800001069.457703,1447.2687587738035,0.6366960406303406,3.9630048576100314e-08,1.1857583057800494e-13,1.1039519449695945e-06,-0.6366949081420898,27.85643768310547,151.0
36,36,model-owner,37000,0.0001,0.1,0.8548917770385742,20350001097.246056,1491.5866208076475,0.5209458470344543,9.760147804627195e-06,7.192166862068915e-09,0.00027952031814493244,-0.5206663012504578,28.63894271850586,151.0
37,37,model-owner,38000,0.0001,0.1,0.8552999496459961,20900001125.03441,1535.4737508296967,0.5265562534332275,2.620463419589214e-05,5.1844558868197055e-08,0.0007667564204894006,-0.5257894396781921,29.260337829589844,151.0
38,38,model-owner,39000,0.0001,0.1,0.8852024078369141,21450001152.822758,1577.617517709732,0.5235715508460999,8.50685319164768e-05,5.463674597194768e-07,0.0025439532473683357,-0.5210270881652832,29.90475082397461,151.0
39,39,model-owner,40000,0.0001,0.1,0.9008946418762208,22000001180.611115,1621.7901589870453,0.5600179433822632,3.4929157664009836e-06,1.2261462956075775e-09,0.00010651772754499687,-0.5599114298820496,30.495361328125,201.0
40,40,model-owner,41000,0.0001,0.1,0.8895180225372314,22550001208.399467,1664.811503648758,0.5624212026596069,8.359073035535403e-06,7.022347148222253e-09,0.0002620833402033895,-0.5621591210365295,31.353158950805664,201.0
41,41,model-owner,42000,0.0001,0.1,0.9208617210388184,23100001236.18782,1707.43585562706,0.606828510761261,1.7061829566955566e-05,2.9256156608425957e-08,0.0005495778750628233,-0.6062789559364319,32.21095657348633,201.0
42,42,model-owner,43000,0.0001,0.1,1.0231165885925293,23650001263.976173,1753.52822804451,0.6374742984771729,1.455838810215937e-05,2.1300639474475247e-08,0.0004823198541998863,-0.6369919776916504,33.13003158569336,201.0
43,43,model-owner,44000,0.0001,0.1,1.0291118621826172,24200001291.764526,1796.605920791626,0.6203818321228027,1.25651804410154e-05,1.5867318126083774e-08,0.0004235987726133317,-0.619958221912384,33.712112426757805,201.0
44,44,model-owner,45000,0.0001,0.1,1.0364422798156738,24750001319.552883,1840.958176612854,0.5337660312652588,1.4602749615733044e-05,2.143065103155095e-08,0.0005016842624172568,-0.5332643389701843,34.35546493530273,201.0
45,45,model-owner,46000,0.0001,0.1,1.0371158123016355,25300001347.341232,1888.162248134613,0.5469294190406799,5.459516978589818e-05,2.9955359082123323e-07,0.0019090938149020078,-0.5450200438499451,34.96818161010742,201.0
46,46,model-owner,47000,0.0001,0.1,1.034419298171997,25850001375.129585,1931.9521446228027,0.5916405916213989,2.8616297640837732e-05,8.229869763454191e-08,0.0010155634954571724,-0.590624988079071,35.488990783691406,201.0
47,47,model-owner,48000,0.0001,0.1,1.0372605323791504,26400001402.917942,1976.7322900295255,0.5400751233100891,1.3581011444330215e-05,1.8536610468800067e-08,0.00048821736709214747,-0.5395869016647339,35.94852828979492,201.0
48,48,model-owner,49000,0.0001,0.1,1.0968711376190186,26950001430.70629,2023.4098947048187,0.6172346472740173,5.1136081310687593e-05,2.627973287872009e-07,0.001872731954790652,-0.6153616905212402,36.62251663208008,201.0
49,49,model-owner,50000,0.0001,0.1,1.0889363288879397,27500001458.494644,2069.4373586177826,0.5450230836868286,3.748614108189941e-05,1.7635395010984212e-07,0.001395228086039424,-0.5436276793479919,37.2198371887207,251.0
50,50,model-owner,51000,0.0001,0.1,1.2900214195251465,28050001486.283,2116.1799232959747,0.5505777597427368,3.8895184843568125e-05,1.8986084171501719e-07,0.001471480238251388,-0.5491061210632324,37.831939697265625,251.0
51,51,model-owner,52000,0.0001,0.1,1.1399486064910889,28600001514.07135,2163.2115180492397,0.5857346057891846,4.990606612409465e-05,3.125722400909581e-07,0.0019166817655786872,-0.5838176012039185,38.40578842163086,251.0
52,52,model-owner,53000,0.0001,0.1,1.2069697380065918,29150001541.859707,2209.116001367569,0.5667026042938232,1.2345914910838475e-05,1.912891356425916e-08,0.00048029469326138496,-0.5662223100662231,38.90312576293945,251.0
53,53,model-owner,54000,0.0001,0.1,1.2213006019592283,29700001569.648056,2257.0787208080287,0.6076162457466125,2.5960478524211794e-05,8.458027878077701e-08,0.001029806910082698,-0.6065863966941833,39.66825485229492,251.0
54,54,model-owner,55000,0.0001,0.1,1.246128797531128,30250001597.436413,2305.7186222076416,0.5322538614273071,6.628409323639062e-07,5.513944162371942e-11,2.6724828785518184e-05,-0.5322271585464478,40.3186149597168,251.0
55,55,model-owner,56000,0.0001,0.1,1.2671976089477541,30800001625.224762,2351.522398710251,0.5940330624580383,5.625352628157998e-07,3.9713964755661024e-11,2.293889338034205e-05,-0.5940101146697998,40.7776985168457,251.0
56,56,model-owner,57000,0.0001,0.1,1.268061876296997,31350001653.01312,2398.747835636139,0.599970817565918,9.597274583938997e-06,1.1559514234704693e-08,0.0003979636239819229,-0.5995728373527527,41.46631622314453,251.0
57,57,model-owner,58000,0.0001,0.1,1.4272303581237793,31900001680.801468,2447.941932439804,0.6122493147850037,9.553767995384987e-06,1.1454947212996558e-08,0.00040091099799610674,-0.6118484139442444,41.96365356445313,251.0
58,58,model-owner,59000,0.0001,0.1,1.5234110355377195,32450001708.589817,2497.1155104637146,0.5245351791381836,2.683716229512356e-05,9.038927117899222e-08,0.001139532425440848,-0.5233955383300781,42.46098709106445,251.0
59,59,model-owner,60000,0.0001,0.1,1.3447527885437012,33000001736.378174,2544.440259218216,0.593789279460907,6.581636171176798e-06,6.5193495046855795e-09,0.00028404511976987123,-0.5935052633285522,43.15721893310547,301.0
60,60,model-owner,61000,0.0001,0.1,1.41135573387146,33550001764.166527,2592.538911819458,0.5956409573554993,7.298008313227911e-07,8.015769298319597e-11,3.1931420380715274e-05,-0.5956090092658997,43.75360870361328,301.0
61,61,model-owner,62000,0.0001,0.1,1.4146595001220703,34100001791.95488,2641.039848327637,0.5769610404968262,1.7860307707451284e-05,4.80080828424434e-08,0.0007970210281200707,-0.5761639475822449,44.625267028808594,301.0
62,62,model-owner,63000,0.0001,0.1,1.4422552585601809,34650001819.74321,2691.0770421028133,0.6015504598617554,2.4438443233520957e-06,8.988424449185572e-10,0.00011017834913218394,-0.6014403104782104,45.08403015136719,301.0
63,63,model-owner,64000,0.0001,0.1,1.478419065475464,35200001847.531525,2738.9600632190704,0.5640250444412231,1.0367064533056693e-05,1.6175143002783443e-08,0.0004754743713419885,-0.5635495781898499,45.86393356323242,301.0
64,64,model-owner,65000,0.0001,0.1,1.4455113410949707,35750001875.31984,2788.132866859436,0.5477316379547119,1.025591973302653e-05,1.5830174504571914e-08,0.0004750818479806185,-0.5472565293312073,46.32269668579102,301.0
65,65,model-owner,66000,0.0001,0.1,1.5502357482910156,36300001903.10816,2839.367633342743,0.5958344340324402,3.6729782095790146e-06,2.0303607684013514e-09,0.00017165877216029912,-0.5956627726554871,46.73558044433594,301.0
66,66,model-owner,67000,0.0001,0.1,1.7112174034118652,36850001930.89647,2890.142704725265,0.5514615774154663,1.6532765584997833e-05,4.113651641546312e-08,0.0007817699806764723,-0.5506797432899475,47.28609848022461,301.0
67,67,model-owner,68000,0.0001,0.1,1.563415765762329,37400001958.684784,2939.3904099464417,0.5627465844154358,3.3315418477286585e-06,1.6704252425725483e-09,0.00015906400221865624,-0.5625874996185303,47.7448616027832,301.0
68,68,model-owner,69000,0.0001,0.1,1.5914254188537598,37950001986.4731,2989.0350477695465,0.555189847946167,1.826879451982677e-05,5.0229203907292685e-08,0.0008822983945719899,-0.5543074607849121,48.29537963867188,301.0
69,69,model-owner,70000,0.0001,0.1,1.5416488647460938,38500002014.26141,3037.3021755218506,0.5062772631645203,3.572087734937668e-06,2.2393467080661367e-09,0.0001738535356707871,-0.5061033964157104,48.670005798339844,351.0
70,70,model-owner,71000,0.0001,0.1,1.5816960334777832,39050002042.04973,3088.521547317505,0.5438726544380188,6.926437436050038e-06,8.419706709617003e-09,0.00034007412614300847,-0.5435326099395752,49.09798431396485,351.0
71,71,model-owner,72000,0.0001,0.1,1.6393253803253174,39600002069.838036,3140.402857542038,0.5477367639541626,2.8012166239932412e-06,1.3771158657860385e-09,0.0001393323764204979,-0.5475974082946777,49.739952087402344,351.0
72,72,model-owner,73000,0.0001,0.1,1.614755630493164,40150002097.626366,3189.0059883594513,0.5431708097457886,4.2883581045316525e-05,3.227447678000317e-07,0.0021513805259019136,-0.5410191416740417,50.167930603027344,351.0
73,73,model-owner,74000,0.0001,0.1,1.613847732543945,40700002125.414665,3240.2599079608917,0.6102769374847412,1.1632625529500727e-08,2.374830509381618e-14,5.898078825339326e-07,-0.6102763414382935,50.702903747558594,351.0
74,74,model-owner,75000,0.0001,0.1,1.6483550071716309,41250002153.20299,3291.27210688591,0.5515002012252808,7.94314473751001e-06,1.1072918582044622e-08,0.00040741480188444257,-0.551092803478241,51.29137420654297,351.0
75,75,model-owner,76000,0.0001,0.1,1.6929845809936523,41800002180.9913,3340.1054146289825,0.5446387529373169,8.898787200450897e-06,1.389756665304276e-08,0.00046071558608673513,-0.5441780090332031,51.772850036621094,351.0
76,76,model-owner,77000,0.0001,0.1,1.7621414661407468,42350002208.77962,3389.9733185768127,0.545246958732605,7.105285959596586e-08,8.860133221717802e-13,3.716620312843588e-06,-0.5452432632446289,52.307823181152344,351.0
77,77,model-owner,78000,0.0001,0.1,1.7576415538787842,42900002236.56793,3442.4690356254578,0.6161729097366333,3.1711241632592646e-08,1.7648329900341736e-13,1.6723176941013662e-06,-0.6161712408065796,52.735801696777344,351.0
78,78,model-owner,79000,0.0001,0.1,1.7119178771972656,43450002264.35625,3495.409421682358,0.5476591587066649,2.7844807846122417e-06,1.36070998912885e-09,0.0001481824874645099,-0.5475109815597534,53.21727752685547,351.0
79,79,model-owner,80000,0.0001,0.1,1.7799036502838137,44000002292.14456,3546.037494182587,0.4927347302436829,2.4528960693714907e-06,1.2063482435209494e-09,0.00013199860404711217,-0.4926027357578278,53.81336975097656,401.0
80,80,model-owner,81000,0.0001,0.1,1.8087928295135496,44550002319.932884,3597.2987098693848,0.5310379862785339,1.9955784864578163e-06,7.9845785538879e-10,0.00010873044811887668,-0.5309292674064636,54.48567962646485,401.0
81,81,model-owner,82000,0.0001,0.1,2.0837504863739014,45100002347.72118,3648.260119199753,0.5186182856559753,3.8506100530355525e-09,2.972853134318573e-15,2.116858723866244e-07,-0.5186180472373962,54.9746322631836,401.0
82,82,model-owner,83000,0.0001,0.1,1.8419528007507324,45650002375.509514,3700.841796398163,0.5483186841011047,4.072550837008748e-06,3.3254268227977946e-09,0.00022587826242670414,-0.548092782497406,55.463584899902344,401.0
83,83,model-owner,84000,0.0001,0.1,1.9953658580780032,46200002403.29782,3752.1924636363983,0.5804135799407959,2.3567554308101528e-05,1.1136363298192008e-07,0.0013215453363955019,-0.5790919065475464,56.07477569580078,401.0
84,84,model-owner,85000,0.0001,0.1,1.984600305557251,46750002431.086136,3804.021084547043,0.5508642792701721,5.878617230337112e-06,6.928907225756121e-09,0.0003325165016576648,-0.5505317449569702,56.56372833251953,401.0
85,85,model-owner,86000,0.0001,0.1,1.8473467826843264,47300002458.87445,3858.67933344841,0.5904507637023926,4.4608864868678205e-07,3.989851157792934e-11,2.553234662627801e-05,-0.5904252529144287,57.23603820800781,401.0
86,86,model-owner,87000,0.0001,0.1,1.9285426139831543,47850002486.662766,3910.259280920029,0.5773034691810608,1.5836370437227743e-08,5.028352137882025e-14,9.102827220885956e-07,-0.5773025751113892,57.48051452636719,401.0
87,87,model-owner,88000,0.0001,0.1,2.1038241386413574,48400002514.45108,3963.6241657733917,0.5447211265563965,1.7156397191797623e-08,5.90155637032741e-14,9.9245005458215e-07,-0.5447201132774353,57.84722900390625,401.0
88,88,model-owner,89000,0.0001,0.1,2.2550368309021,48950002542.2394,4017.800634622574,0.5915377140045166,0.0,0.0,0.0,-0.5915377140045166,58.21394348144531,401.0
89,89,model-owner,90000,0.0001,0.1,2.3236463069915767,49500002570.02771,4071.788810491562,0.5906219482421875,7.226085472211708e-06,1.1774778485573734e-08,0.0004233088402543217,-0.5901986360549927,58.58065795898438,451.0
90,90,model-owner,91000,0.0001,0.1,1.9692771434783936,50050002597.816025,4123.391440629959,0.5929779410362244,5.826354026794434e-06,7.6549131478032e-09,0.00034371469519101083,-0.5926342010498047,58.99310302734375,451.0
91,91,model-owner,92000,0.0001,0.1,2.0441522598266597,50600002625.60434,4172.581555604936,0.5827341675758362,2.4268803855420632e-08,1.3281383100510052e-13,1.4433697970162031e-06,-0.5827327370643616,59.47428512573242,451.0
92,92,model-owner,93000,0.0001,0.1,2.0678646564483643,51150002653.392654,4221.865598678589,0.529238760471344,1.1406006024117232e-06,2.9336869045160086e-10,6.83068428770639e-05,-0.5291704535484314,59.8867301940918,451.0
93,93,model-owner,94000,0.0001,0.1,2.1738970279693604,51700002681.18097,4272.597019195558,0.6004671454429626,0.0,0.0,0.0,-0.6004671454429626,60.23043441772461,451.0
94,94,model-owner,95000,0.0001,0.1,2.1691794395446777,52250002708.969284,4328.6578505039215,0.6084413528442383,7.6070427894592285e-06,1.3049031188927529e-08,0.00046026715426705783,-0.6079810857772827,60.50539779663086,451.0
95,95,model-owner,96000,0.0001,0.1,2.132497310638428,52800002736.7576,4388.409143924713,0.5386983156204224,2.209772674177657e-06,1.1011379585923462e-09,0.00013491837307810783,-0.5385633707046509,61.05531692504883,451.0
96,96,model-owner,97000,0.0001,0.1,2.266360282897949,53350002764.54591,4443.6762857437125,0.5763200521469116,7.781384425697979e-09,1.3654012714578183e-14,4.777693902724423e-07,-0.5763195753097534,61.39902114868164,451.0
97,97,model-owner,98000,0.0001,0.1,2.3306655883789062,53900002792.33423,4507.919085979463,0.5987297296524048,0.0001597660593688488,5.755931397288805e-06,0.0099193025380373,-0.5888046622276306,62.08642196655274,451.0
98,98,model-owner,99000,0.0001,0.1,2.6133403778076167,54450002820.122536,4563.844410181046,0.5713955163955688,2.778754151222529e-07,1.7411924332910725e-11,1.7347796529065818e-05,-0.5713781714439392,62.43012619018555,451.0
99,99,model-owner,100000,0.0001,0.1,2.3318462371826167,55000002847.910866,4624.8843553066245,0.5887166857719421,6.0967813624301925e-06,9.311270865453024e-09,0.00038318382576107984,-0.5883334875106812,62.850181579589844,501.0
100,0,model-owner,1000,0.0001,1.0,0.1299118995666504,550000096.8658913,39.357575178146355,0.651761531829834,0.001210347400046885,7.3247042564617e-07,0.006155965849757194,-0.6456048488616943,5.086114883422852,1.0
101,1,model-owner,2000,0.0001,1.0,0.10279154777526857,1100000124.65423,77.63892245292665,0.6519253253936768,0.002190585946664214,2.399333425273653e-06,0.011314187198877336,-0.6406087279319763,5.1649136543273935,1.0
102,2,model-owner,3000,0.0001,1.0,0.09870433807373047,1650000152.4425685,116.76854634284972,0.647329568862915,0.0006175186717882752,1.9066465029027316e-07,0.003226137487217784,-0.6441032290458679,5.224356174468994,1.0
103,3,model-owner,4000,0.0001,1.0,0.14138317108154294,2200000180.230907,154.67123031616208,0.5950785279273987,0.0005715881125070156,1.6335648922449766e-07,0.003026690566912293,-0.5920516848564148,5.295229911804199,1.0
104,4,model-owner,5000,0.0001,1.0,0.19099187850952148,2750000208.019245,191.4380123615265,0.6161755323410034,0.000669902830850333,2.2438490532294963e-07,0.0035929295700043436,-0.6125823855400085,5.363359451293945,1.0
105,5,model-owner,6000,0.0001,1.0,0.20424246788024905,3300000235.8075843,229.23071265220642,0.6130596399307251,0.0007901985663920642,3.1220687901623023e-07,0.004290630575269461,-0.6087687015533447,5.4298129081726065,1.0
106,6,model-owner,7000,0.0001,1.0,0.26036548614501953,3850000263.5959225,268.3014760017395,0.6244150400161743,0.0008579547284170985,3.680431461816625e-07,0.004716463387012482,-0.6196982264518738,5.497333526611328,1.0
107,7,model-owner,8000,0.0001,1.0,0.2643136978149414,4400000291.384261,307.6918182373047,0.6678473949432373,0.000919494137633592,4.2273472899978525e-07,0.005115308798849583,-0.6627316474914551,5.563177108764648,1.0
108,8,model-owner,9000,0.0001,1.0,0.24213433265686035,4950000319.172595,345.8259489536285,0.6184426546096802,0.0004512190062087028,1.0179929432752033e-07,0.002539371140301228,-0.6159031391143799,5.627801895141602,1.0
109,9,model-owner,10000,0.0001,1.0,0.5155777931213379,5500000346.960929,383.35088515281683,0.6699438095092773,0.000734674627892673,1.3763543392997235e-05,0.004393380135297775,-0.665536642074585,5.9800353050231925,51.0
110,10,model-owner,11000,0.0001,1.0,0.2868683338165283,6050000374.749263,423.12534832954407,0.6040603518486023,0.0002402666723355651,1.472065832786029e-06,0.001972816651687026,-0.602086067199707,8.210946083068848,51.0
111,11,model-owner,12000,0.0001,1.0,0.3013174533843994,6600000402.537597,463.13594102859497,0.6396090984344482,0.00043311965418979526,4.783611984748859e-06,0.0042162006720900536,-0.6353881359100342,9.73449420928955,51.0
112,12,model-owner,13000,0.0001,1.0,0.3647773265838623,7150000430.325932,501.75557279586786,0.6119930744171143,0.00015742956020403653,6.319937142507115e-07,0.0017221758607774973,-0.6102702617645264,10.939342498779297,51.0
113,13,model-owner,14000,0.0001,1.0,0.3616981506347656,7700000458.1142645,540.8887317180634,0.602877676486969,0.00015683217498008162,6.272064183576732e-07,0.0018741224193945527,-0.6010028719902039,11.949859619140625,51.0
114,14,model-owner,15000,0.0001,1.0,0.4062545299530029,8250000485.902598,581.1593520641328,0.5941364765167236,0.00010220315016340464,2.6635981953404553e-07,0.0012944024056196213,-0.5928418636322021,12.664995193481445,51.0
115,15,model-owner,16000,0.0001,1.0,0.3931262493133545,8800000513.690933,621.7983319759369,0.5660673975944519,6.150711851660162e-05,9.646970511312247e-08,0.0008248856756836176,-0.5652424097061157,13.411222457885742,51.0
116,16,model-owner,17000,0.0001,1.0,0.4055185317993164,9350000541.479269,662.9092011451721,0.5270000100135803,0.0001250268833246082,3.986089041063679e-07,0.0017700617900118234,-0.5252295136451721,14.157449722290039,51.0
117,17,model-owner,18000,0.0001,1.0,0.3837921619415283,9900000569.2676,701.8581948280334,0.5848816633224487,0.00010626071889419107,2.8792916850761685e-07,0.0015721116214990616,-0.5833092331886292,14.794852256774902,51.0
118,18,model-owner,19000,0.0001,1.0,0.4566192626953125,10450000597.055937,742.1663377285004,0.5729484558105469,8.669968519825488e-05,1.9167929110608386e-07,0.0013453848659992216,-0.5716028809547424,15.517759323120115,51.0
119,19,model-owner,20000,0.0001,1.0,0.49195981025695795,11000000624.844269,783.968421459198,0.570324182510376,6.32941591902636e-05,2.0231060204878304e-07,0.0010199805255979302,-0.5693040490150452,16.114923477172848,101.0
120,20,model-owner,21000,0.0001,1.0,0.7004661560058594,11550000652.632605,825.7957422733307,0.5956728458404541,3.7280806282069534e-05,7.018785908030623e-08,0.0006438199197873473,-0.5950289368629456,17.269474029541016,101.0
121,21,model-owner,22000,0.0001,1.0,0.5193891525268555,12100000680.420937,868.2469947338104,0.5844699144363403,8.486756269121543e-05,3.637264001099537e-07,0.0015479245921596885,-0.5829216241836548,18.239295959472656,101.0
122,22,model-owner,23000,0.0001,1.0,0.597440242767334,12650000708.20927,909.7571852207184,0.571579098701477,2.7967147616436705e-05,3.94991488406049e-08,0.0005372242303565145,-0.5710418224334717,19.209117889404297,101.0
123,23,model-owner,24000,0.0001,1.0,0.5996525287628174,13200000735.997604,951.5764105319977,0.6042895317077637,2.317024154763203e-05,2.7111434874882437e-08,0.00045934732770547265,-0.6038301587104797,19.82488250732422,101.0
124,24,model-owner,25000,0.0001,1.0,0.5964148044586182,13750000763.785938,993.704434633255,0.5520317554473877,0.0002278710453538224,2.6222232918371446e-06,0.004689401481300592,-0.5473397374153137,20.57918930053711,101.0
